inspection_id,law,violation_comments,corrective_comments
6608687,3-501.16,CUT LETTUCE AND TOMATOES WERE LEFT OUT ON THE PREP COUNTER AREA.,***CORRECTED***PUT AWAY IN THE REFRIGERATOR.
8204618,4-302.12,Thermocouple (thin tip) thermometer is not provided for measuring tempertures of meats and eggs.,Will return on or about 2 weeks to recheck for thin tip thermometer.
8204618,3-603.11,Observed menu (breakfast and lunch/dinner) not having consumer advisoryfor undercooking eggs and meats.,Will return on or about 2 weeks to recheck menu for consumer advisory.
8204618,3-501.16,"Potentially hazardous foods (cut tomato, lettuce, sliced cheeses and deli meats) in small prep fridge located in kitchen area are holding temperatures from 57 F to 59 F. PIC stated foods were placed in this fridge at 8:00am on the previous day (27 hours ago). Temperature adjustment dial is in the fully cold position. This refrigerator is not working. PIC stated wanting to get it fixed so that it can be used for holding PHF.",All potentially hazardous foods in this refrigerator unit discarded. This refrigerator can not be used for PHF until it is working properly. Will return on or about 2 weeks to recheck this prep fridge unit.
6806084,3-501.16,MAIN REFRIGERATION UNIT AT 44F.,"ALL PERISHABLES WERE MOVED TO ANOTHER UNIT THAT WAS HOLDING 41F OR BELOW.THIS INCLUDES THE TYPICAL HOTEL FOODS, BREAKFAST SAUSAGE PATTIES, EGGS, MILK AND CHEESES."
9505824,4-602.13,SOME NON-FOOD CONTACT AREAS OF MEAT SLICER IN THE BACK ROOM HAVE FOOD PARTICLE BUILD-UP.,CLEAN.
9505824,5-205.15(B),COOKLINE HANDWASH SINK FAUCET HAS LOW COLD WATER PRESSURE.,REPAIR BEFORE THIS IS A MAJOR PROBLEM.IF WATER IS TOO HOT FOR HANDWASHING YOU WON'T BE ABLE TO WORK IN THIS AREA.
9505824,4-501.11,BOTH DOOR GASKET SEALS BROKEN IN DINING ROOM WAIT STATION REFRIGERATOR.,REPAIR DOOR GASKET SEALS.DON'T JUST COVER WITH TAPE.
9505824,4-201.11,THREE SPATULAS FOUND AT COOKLINE WITH CHIPPING EDGES.FOIL COVERING SOME SHELVES IN COOKLINE AREA.,"CHIPPED SPATULAS THROWN OUT.AVOID COVERING SURFACES IN THE KITCHEN WITH FOIL, NEWSPAPER, OR CARDBOARD.THIS WAS ADRESSED IN THE WALK-IN AT THE LAST INSPECTION."
9505824,3-304.12,IN-USE SCOOP STORED IN 96 DEGREE WATER.,"CORRECTED, REMVOED AND WASHED.USE ICE WATER OR KEEP IN WATER 135 DEGREES OR HOTTER."
9505824,3-501.18(A),"COLE SLAW AND ONION HAM SOUP DATED 3/30.ONE DAY PAST EXPIRATION DATE, FACILITY HAD BEEN OPEN FOR 3 AND 1/2 HOURS.","CORRECTED, THROWN OUT.RECOMMEND THROWING EXPIRED FOOD AT END OF THE 7TH DAY OR FIRST THING WHEN YOU OEPN THE NEXT DAY."
9505824,6-301.11,NO SOAP AT DISHWASHER SINK USED FOR HANDWASHING AND FOR PRE-RINSING DIRTY DISHES.,"CORRECTED, SOAP PLACED THERE.WASH YOUR HANDS AT THIS SINK BETWEEN HANDLING DIRTY AND CLEAN DISHES."
9505829,6-201.11,SOME FLOOR DAMAGE IN THE KITCHEN.NOT SMOOTH AND EASY TO CLEAN.,REPAIR SO SMOOTH AND EASY TO CLEAN.
7906166,"3-302.11(A)(1,2)",RAW EGGS ON SHELF OVER BAG OF ICE CREAM MIX,HAD PRODUCT REARRANGED & EDUCATED FOR CORRECTION
6805801,"","",""
8505651,6-301.12,No paper towel available in employee restroom.,***Corrected.
9903967,3-304.15(B)(D)(E),Latex gloves are present in the kitchen.,Do not use latex gloves for food preparation tasks due to risk of latex allergies in consumers.
9903967,4-903.11,Ice wand is stored with food contact surfaces in contact with exteriors of packaging.,"Protect ice wand from contamination (wrap in plastic wrap or provide clean secondary container, etc)."
9903967,3-304.14,Wiping cloth solution for use on food contact surfaces tests >200ppm chlorine.,Corrected during inspection by diluting solution to 50-100ppm chlorine.
9903967,3-603.11,"Menus have consumer advisory and identify some, but not all, animal-derived foods that are served raw or undercooked. Raw oysters on half shell and partially cooked salmon roe are not identified (with *) to indicate they are raw/undercooked seafood products.",CORRECTED DURING INSPECTION by operator agreeing to add * to these items on menu and reprint.
9903967,3-402.11,"Salmon roe is served undercooked, but is received unfrozen and no documentation is present to verify that it has undergone parasite destruction processes.","CORRECTED DURING INSPECTION by operator agreeing not to serve the undercooked roe unless supplier can provide documentation of parasite destruction. If documentation is not available, it will be removed from the menu."
6004227,7-102.11,Repeat violation: bulk container of chemical (hand soap) not labeled.,**Corrected by labeling at time of inspection.
6004227,3-501.17,Hummus opened 3 days ago not date-marked.,"*Corrected by date-marking, use within 7 days of opening package."
3404528,"","",""
8404054,4-204.112(A)(B)(D),External digital thermometer on upright 2-door refrigerator is inaccurate.,""
8404054,4-602.11(E),Presence of slime mold noted on plastic surfaces in ice machine bin.,""
6608923,6-304.11,THERE IS NO HOOD VENTING OVER THE FRYERS.,PROVIDE A CLASS 1 HOOD SYSTEM.SPEAK WITH THE BUILDING AND FIRE DEPARTMENTS FOR SPECIFICATIONS.
6608923,3-501.16,RICE IN THE SMALL RICE POT WAS HOLDING AT 128-132 F.,***CORRECTED*** UNIT WAS TURNEDBACK ON TO THE COOK SETTING.
6608923,2-401.11,THERE WAS AN OPEN DRINK GLASS WITH BEVERAGE ON THE INSERT COOLER IN THE KITCHEN.,***CORRECTED*** GLASS WAS COVERED AND A STRAW WAS PUT IN IT.
6608781,3-304.15(B)(D)(E),OPERATOR IS USING LATEX GLOVES.,STOP USING LATEX GLOVES.FIND A DIFFERENT MATERIAL LIKE NITRILE TO USE INSTEAD.
6608781,3-501.16,"THE LARGE DISPLAY COOLER WAS HOLDING AT 46 F (FOOD INSIDE WAS AT 44 F, AND SOME JUST TRANSFERRED TO THIS COOLER WAS 40 F)","FOODS LEFT IN HERE FOR HOURS WERE DISCARDED (NOT MUCH), AND OTHER PHF WERE MOVED TO WORKING COOLERS."
6004080,4-602.13,FLOOR UNDER EQUIPMENT IN KITCHEN (UPSTAIRS) IS SOILED WITH DEBRIS.,PLEASE CLEAN.
6004080,4-903.11,CLEAN GLASS WARE STORED ON SOILED TRAY IN COOLER BEHIND BAR.,CLEAN TRAY DAILY.
6004080,3-501.17,"SEVERAL FOODS NOT DATE-MARKED HELD OVER 24 HOURS IN FACILITY, I.E. ROASTED RED PEPPERS IN OIL, HUMMUS, PATE,GOAT CHEESE, BRIE CHEESE AND OTHER SOFT CHEESES HELD IN COOLER BEHIND BAR;DATE-MARK FOR SLICED PROSCUITTO SMEARED AND UNREADABLE.",**CORRECTED BY DATE-MARKING DURING INSPECTION VISIT.
6004080,5-203.11,KITCHEN EQUIPPED WITH A SPRAY NOZZLE SPIGOT ONLY; NO ACCESS FOR HOT/COLD RUNNING WATER FOR ADEQUATE HANDWASHING IN FOOD PREP AREA. THE OTHER HANDWASH STATION IS LOCATED AT THE BAR DOWNSTAIRS SEPARATED BY A DOOR.,OPERATOR UNABLE TO CORRECT VIOLATION IMMEDIATELY. OPERATOR HAS BEEN USING SPRAY NOZZLE TO WASH HANDS IN THE WASH COMPARTMENT OF 3-COMP SINK. A RE-INSPECTION WILL OCCUR WITHIN TWO WEEKS TO INSURE INSTALLATION OF A SPIGOT FOR HOT/COLD RUNNING WATER IS PRESENT.
3404563,3-403.11,Clam chowder at 113 F and mashed potatoes at 99 F in hot holding unit.,"***Corrected*** by education and Chef Brian reheating both of these items quickly on the stove until they reached a temperature of 165 F throughout. Both of these items had been added to the hot holding unit less than 2 hours previously after being microwaved momentarily to raise the temperature for hot holding, though a temperature of 165 F was not achieved."
8505614,7-204.11,Quat sanitizer strips turned tourquoise immediately when going into solution. It is greater than 400PPM. Ron confirmed readings.,***Corrected by diluting the solution until company can come out and adjust dispenser.
6806087,"","",""
3608262,3-603.11,"The dinner menus looks good.However, need to provide a consumer advisory for breakfast menus.",See below info and options.
8106646,3-501.16,BOW TIE MAC AND CHEESE AT 115-116 DEGREES FOR APPROXIMATELY 2 HOURS PER EMPLOYEE.,REHEATED MAC AND CHEESE TO 165-175 DEGREES.STEAM TABLE WAS TURNED DOWN/OFF; ADJUSTED TEMPERATURE. PRIORITY CORRECTED.
6609046,"3-501.19(A)(B)(2)(C)(2,3)","OPERATOR IS TIMING SOME ITEMS, BUT HAS A SAVORY TART WITH COOKED VEGETABLES AND A BREAD PUDDING OUT THAT WAS NOT BEING TIMED.","YOU MUST START TIMING THESE PRODUCTS, TOO."
6609046,3-501.16,WHOLE SELF SERVICE MILK WAS LEFT OUT ON THE COUNTER AT 66 F.,***CORRECTED*** DISCARDED.ADD SOME ICE TO THE SELF SERVICE CREAMERS TO KEEP THEM COLD.
6609046,3-501.14,THERE WAS A 1/2 FULL PLASTIC CONTAINER OF SOUP(5 GALLON CAPACITY) IN THE WALK-IN COOLERIN A PAN OF ICE AND ICED TO 2 INCHES DEPTH.THE SOUP INSIDE WAS ABOUT 10 INCHES DEEP.THE CONTAINER HAD A LID ON IT AND WAS AT 54-55 F FROM THE DAY BEFORE.,YOU MUST PROPERLY COOL FOODS FROM 135-41 F INSIDE OF 6 HOURS.****CORRECTED*** SOUP WAS SENT TO DISH PIT TO DISCARD.I LEFT A PROPER COOLING FLYER.
9904163,5-205.15(B),Hand sink in back customer restroom leaks from drain pipes.,Repair leak.
9904163,4-302.14,Chlorine test papers are not provided.,"PROVIDE CHLORINE TEST PAPERS WITHIN 2 WEEKS, BY 4/30/15."
9904163,3-303.11,Mixer bottle is stored directly in ice intended for use in drinks.,"CORRECTED DURING INSPECTION by removing bottle from ice, discarding ice, and refilling ice well with clean ice."
9904163,3-501.18(A),"- Several potentially hazardous, ready to eat foods, are older than 7 days:roasted peppers 4/6 (also visible mold on peppers), hummus 4/6, salsa 4/1, feta 3/28.- Black olives and opened carton of half and half are not date marked.","Discarded outdated and undated foods during inspection. TRAIN STAFF TO DISCARD POTENTIALLY HAZARDOUS, READY TO EAT FOODS AFTER 7 DAYS. See handout."
9904163,5-202.12(A),"[Double points not deducted for repeat violation since timely followup did not occur.]Hot water is now provided in one of the customer restrooms, but not the back one. (Hot water is available at bar hand and dish sinks).","REPAIR TO PROVIDE HOT WATER AT ALL HAND WASHING SINKS WITHIN 2 WEEKS. If, after working with building owner, repair can not be complete by 4/30/15, please let inspector know proposed completion date: Mary.Schmidt@multco.us and 503-310-6932."
7704753,6-501.12,Floor sink at the 3 compartment sink is not clean.,***Clean more frequently.
7704753,4-501.114(A),Sanitizer concentration is not made up at the beginning of the day.,***Sanitizer concentration should be made up in the morning and though out the day as need to keep it between 50 and 100ppm of chlorine. Made up at inspection.
7704753,2-301.14,PIC cracked raw whole shelled eggs and continued to work without washing her hands.,***Hands should be washed once they become contaminated. PIC should wash her hands after cracking eggs. Process explained at inspection.
9904158,3-305.14,"Ceiling vents in kitchen have heavy dust buildup, a potential contaminant for exposed foods.",Clean ceiling vents.
9904158,3-502.11,"Home canned tomato salsa is again present in prep reach-in. In order to can foods, a variance must be obtained.",CORRECTED DURING INSPECTION BY OWNER AGREEING TO STOP USE OF HOME CANNED SALSA IN RESTAURANT and to take home the jar present to be used for personal consumption.
9904158,3-603.11,"[As courtesy, points not doubled for repeat violation since timely re-inspection did not occur.]Facility offers cooked to order eggs, but printed menus and menu boards do not include consumer advisory. Owner states that the facility does not honor consumer requests for undercooked hamburgers.","CORRECT MENUS AND MENU BOARD WITHIN 2 WEEKS; WILL RECHECK.- Drafted mockup of changes needed for printed menus during inspection. - You can prove compliance by Emailing 1. Photo of updated menu board and 2. Electronic copy of new menus to print to MARY.SCHMIDT@MULTCO.US. If not resolved via email, then a revisit will be necessary."
9505681,"3-302.11(A)(1,2)",IN REFRIGERATOR DRAWER:ONE PAN HAS RAW HAMBURGER IN THE SAME PAN AS CORN DOGS.ONHER PAN HAS RAW HAMBURGER NEXT TO A HOT DOG.,"CORRECTED, PRE-COOKED FOOD (CORN DOGS AND HOT DOGS) PLACED IN SEPARTE PANS FROM RAW MEAT."
9505681,4-101.19,SOILED CARDBOARD ON SHELF BELOW FRONT HANDSINK.,"AVOID COVERING SURFACES ANYWHERE IN THE KITCHEN WITH CARDBOARD, FOIL, OR NEWSPAPER.SURFACES SHOULD BE PERMANENT AND EASY TO CLEAN."
6105898,3-502.11,FOUND A CANNED JAR OF PICKLED GREEN BEANS USED FOR DRINKS IN THE BAR FRIDGE UNDER THE ESPRESSO MACHINE. PIC STATED THAT THEY COLD PICKLE THE GREEN BEANS THEN SEAL THEM IN THE STEAMER DOWNSTAIRS. THEY ARE ALSO PICKLING CUCUMBERS WITH OTHER VEGETABLES IN THE BASEMENT WALK-IN USING A COLD BRINE METHOD THAT ARE NOT SEALED IN JARS.,***CORRECTED*** PIC AGREED TO DISCONTIUNE SEALING THE JARS OF PICKLED GREEN BEANS AND PROCESS THEM LIKE THE OTHER PICKLED VEGETABLES THEY ARE MAKING. PLEASE DO NOT CONTINUE TO PROCESS THE GREEN BEANS IN THE STEAMER UNLESS YOU APPLY FOR AND OBTAIN A VARIANCE FROM THE STATE.
9505592,6-501.12,DEBRIS ON BASEMENT FLOOR ESPECIALLY SODA BOX CAPS.,CLEAN AND ORGANIZE THE BASEMENT.REMOVE UNNECESSARY/UNUSED EQUIPMENT.
9505592,6-301.12,RIGHT CUSTOMER RESTROOM OUT OF PAPER TOWELS.,"CORRECTED, PAPER TOWELS REPLACED."
3608205,"","",""
9903825,6-501.115,POSTED AS INFORMATIONAL ONLY. NEW PIC SINCE LAST INSPECTION WHEN THIS ITEM DISCUSSED. PLEASE REVIEW HANDOUT AND DEVELOP WRITTEN POLICIES BEFORE NEXT ROUTINE INSPECTION TO AVOID 3 POINT PRIORITY FOUNDATION VIOLATION.,""
9903825,3-301.11,POSTED AS INFORMATIONAL ONLY; NOT A CITATION.,""
9903825,3-301.11,POSTED AS INFORMATIONAL ONLY; NOT A CITATION.,""
9903825,6-501.111(A)(B)(D),Waste water buckets outside are full. This can serve as breeding/harborage condition for pests (especially mosquitoes).,Corrected during inspection by emptying buckets of standing water.
9903825,6-501.12,Floor drains in bar have heavy buildup of debris and mold present.,Clean and maintain to avoid attracting pests.
9903825,4-602.13,Hand sinks and hand sink faucets (frequent hand contact surfaces) are not clean.,Clean these frequent hand contact surfaces more often.
9903825,6-202.14,Restrooms that open into dining room are not equipped with self closing doors.,Install self closing springs for restroom doors.
9903825,3-603.11,"Main food menu includes consumer advisory for some burgers. A few changes are needed, however (see below). Happy Hour/Cocktail menu does not provide consumer advisory or identify raw/undercooked animal-derived products.","For main food menus:- Add missing * to Caramelized onion burger- Separate footnote regarding potential allergens in facility from the consumer advisory regarding eating raw/undercooked meat/egg products. Since the * is used to identify only those items that contain raw or undercooked (or cooked to order) meat/eggs, use * for this portion of the footnote (and/or on separate line). - Improve consumer advisory statement by specifying why the items are associated with the statement that consuming raw/undercooked meats/eggs may increase health risk (i.e., add statement that Burgers are cooked to order).On Cocktail/Happy Hour menu:- Identify knock back burger with * - Identify new egg white cocktails with * (soulless sour, 800 thread count)- Add footnote with * as above but include in disclosure that raw eggs whites are in some cocktails. (ONE example of wording * Our burgers are cooked to your specification and some of our cocktails contain fresh raw egg whites. Consuming raw or undercooked meat/egg products may increase your risk of foodborne illness.)Operator states that next menu printing is planned for mid October. PLEASE CORRECT MENUS BY 10/24/14. You can prove compliance by emailing electronic copy of revisions to MARY.SCHMIDT@MULTCO.US (also can send drafts BEFORE printing, if that is helpful)."
7905200,3-501.17,LETTUCE CUT & WRAPPED NOT DATE MARKED - DISCARDED,MUST ALWAYS DATE MARK CUT CLEANED LETTUCE & TOMATO - WILL RECHECK WHEN CHECKING REFRIG REPAIR.
